t -  arbitrary time, [c]	M - mean anomaly, [rad]	E - eccentric anonaly, [rad]	Theta - true anomaly, [rad]
1585	1.78698	1.78749	1.78749
1586	1.78811	1.78861	1.78861
1587	1.78924	1.78974	1.78974
1588	1.79036	1.79087	1.79087
1589	1.79149	1.79199	1.79199
1590	1.79262	1.79312	1.79312
1591	1.79375	1.79425	1.79425
1592	1.79487	1.79538	1.79538
1593	1.796	1.7965	1.7965
1594	1.79713	1.79763	1.79763
1595	1.79826	1.79876	1.79876
1596	1.79938	1.79989	1.79989
1597	1.80051	1.80101	1.80101
1598	1.80164	1.80214	1.80214
1599	1.80277	1.80327	1.80327
1600	1.80389	1.80439	1.80439
1601	1.80502	1.80552	1.80552
1602	1.80615	1.80665	1.80665
1603	1.80728	1.80778	1.80778
1604	1.8084	1.8089	1.8089
1605	1.80953	1.81003	1.81003
1606	1.81066	1.81116	1.81116
1607	1.81179	1.81229	1.81229
1608	1.81291	1.81341	1.81341
1609	1.81404	1.81454	1.81454
1610	1.81517	1.81567	1.81567
1611	1.81629	1.81679	1.81679
1612	1.81742	1.81792	1.81792
1613	1.81855	1.81905	1.81905
1614	1.81968	1.82018	1.82018
1615	1.8208	1.8213	1.8213
1616	1.82193	1.82243	1.82243
1617	1.82306	1.82356	1.82356
1618	1.82419	1.82469	1.82469
1619	1.82531	1.82581	1.82581
1620	1.82644	1.82694	1.82694
1621	1.82757	1.82807	1.82807
1622	1.8287	1.8292	1.8292
1623	1.82982	1.83032	1.83032
1624	1.83095	1.83145	1.83145
1625	1.83208	1.83258	1.83258
1626	1.83321	1.8337	1.8337
1627	1.83433	1.83483	1.83483
1628	1.83546	1.83596	1.83596
1629	1.83659	1.83709	1.83709
1630	1.83772	1.83821	1.83821
1631	1.83884	1.83934	1.83934
1632	1.83997	1.84047	1.84047
1633	1.8411	1.8416	1.8416
1634	1.84223	1.84272	1.84272
1635	1.84335	1.84385	1.84385
1636	1.84448	1.84498	1.84498
1637	1.84561	1.8461	1.8461
1638	1.84674	1.84723	1.84723
1639	1.84786	1.84836	1.84836
1640	1.84899	1.84949	1.84949
1641	1.85012	1.85061	1.85061
1642	1.85125	1.85174	1.85174
1643	1.85237	1.85287	1.85287
1644	1.8535	1.854	1.854
1645	1.85463	1.85512	1.85512
1646	1.85576	1.85625	1.85625
1647	1.85688	1.85738	1.85738
1648	1.85801	1.8585	1.8585
1649	1.85914	1.85963	1.85963
1650	1.86026	1.86076	1.86076
1651	1.86139	1.86189	1.86189
1652	1.86252	1.86301	1.86301
1653	1.86365	1.86414	1.86414
1654	1.86477	1.86527	1.86527
1655	1.8659	1.8664	1.8664
1656	1.86703	1.86752	1.86752
1657	1.86816	1.86865	1.86865
1658	1.86928	1.86978	1.86978
1659	1.87041	1.8709	1.8709
1660	1.87154	1.87203	1.87203
1661	1.87267	1.87316	1.87316
1662	1.87379	1.87429	1.87429
1663	1.87492	1.87541	1.87541
1664	1.87605	1.87654	1.87654
1665	1.87718	1.87767	1.87767
1666	1.8783	1.87879	1.87879
1667	1.87943	1.87992	1.87992
1668	1.88056	1.88105	1.88105
1669	1.88169	1.88218	1.88218
1670	1.88281	1.8833	1.8833
1671	1.88394	1.88443	1.88443
1672	1.88507	1.88556	1.88556
1673	1.8862	1.88669	1.88669
1674	1.88732	1.88781	1.88781
1675	1.88845	1.88894	1.88894
1676	1.88958	1.89007	1.89007
1677	1.89071	1.89119	1.89119
1678	1.89183	1.89232	1.89232
1679	1.89296	1.89345	1.89345
1680	1.89409	1.89458	1.89458
1681	1.89522	1.8957	1.8957
1682	1.89634	1.89683	1.89683
1683	1.89747	1.89796	1.89796
1684	1.8986	1.89909	1.89909
1685	1.89972	1.90021	1.90021
1686	1.90085	1.90134	1.90134
1687	1.90198	1.90247	1.90247
1688	1.90311	1.90359	1.90359
1689	1.90423	1.90472	1.90472
1690	1.90536	1.90585	1.90585
1691	1.90649	1.90698	1.90698
1692	1.90762	1.9081	1.9081
1693	1.90874	1.90923	1.90923
1694	1.90987	1.91036	1.91036
1695	1.911	1.91149	1.91149
1696	1.91213	1.91261	1.91261
1697	1.91325	1.91374	1.91374
1698	1.91438	1.91487	1.91487
1699	1.91551	1.91599	1.91599
1700	1.91664	1.91712	1.91712
1701	1.91776	1.91825	1.91825
1702	1.91889	1.91938	1.91938
1703	1.92002	1.9205	1.9205
1704	1.92115	1.92163	1.92163
1705	1.92227	1.92276	1.92276
1706	1.9234	1.92388	1.92388
1707	1.92453	1.92501	1.92501
1708	1.92566	1.92614	1.92614
1709	1.92678	1.92727	1.92727
1710	1.92791	1.92839	1.92839
1711	1.92904	1.92952	1.92952
1712	1.93017	1.93065	1.93065
1713	1.93129	1.93178	1.93178
1714	1.93242	1.9329	1.9329
1715	1.93355	1.93403	1.93403
1716	1.93468	1.93516	1.93516
1717	1.9358	1.93628	1.93628
1718	1.93693	1.93741	1.93741
1719	1.93806	1.93854	1.93854
1720	1.93919	1.93967	1.93967
1721	1.94031	1.94079	1.94079
1722	1.94144	1.94192	1.94192
1723	1.94257	1.94305	1.94305
1724	1.94369	1.94417	1.94417
1725	1.94482	1.9453	1.9453
1726	1.94595	1.94643	1.94643
1727	1.94708	1.94756	1.94756
1728	1.9482	1.94868	1.94868
1729	1.94933	1.94981	1.94981
1730	1.95046	1.95094	1.95094
1731	1.95159	1.95207	1.95207
1732	1.95271	1.95319	1.95319
1733	1.95384	1.95432	1.95432
1734	1.95497	1.95545	1.95545
1735	1.9561	1.95657	1.95657
1736	1.95722	1.9577	1.9577
1737	1.95835	1.95883	1.95883
1738	1.95948	1.95996	1.95996
1739	1.96061	1.96108	1.96108
1740	1.96173	1.96221	1.96221
1741	1.96286	1.96334	1.96334
1742	1.96399	1.96446	1.96446
1743	1.96512	1.96559	1.96559
1744	1.96624	1.96672	1.96672
1745	1.96737	1.96785	1.96785
1746	1.9685	1.96897	1.96897
1747	1.96963	1.9701	1.9701
1748	1.97075	1.97123	1.97123
1749	1.97188	1.97236	1.97236
1750	1.97301	1.97348	1.97348
1751	1.97414	1.97461	1.97461
1752	1.97526	1.97574	1.97574
1753	1.97639	1.97686	1.97686
1754	1.97752	1.97799	1.97799
1755	1.97865	1.97912	1.97912
1756	1.97977	1.98025	1.98025
1757	1.9809	1.98137	1.98137
1758	1.98203	1.9825	1.9825
1759	1.98316	1.98363	1.98363
1760	1.98428	1.98475	1.98475
1761	1.98541	1.98588	1.98588
1762	1.98654	1.98701	1.98701
1763	1.98766	1.98814	1.98814
1764	1.98879	1.98926	1.98926
1765	1.98992	1.99039	1.99039
1766	1.99105	1.99152	1.99152
1767	1.99217	1.99264	1.99264
1768	1.9933	1.99377	1.99377
1769	1.99443	1.9949	1.9949
1770	1.99556	1.99603	1.99603
1771	1.99668	1.99715	1.99715
1772	1.99781	1.99828	1.99828
1773	1.99894	1.99941	1.99941
1774	2.00007	2.00054	2.00054
1775	2.00119	2.00166	2.00166
1776	2.00232	2.00279	2.00279
1777	2.00345	2.00392	2.00392
1778	2.00458	2.00504	2.00504
1779	2.0057	2.00617	2.00617
1780	2.00683	2.0073	2.0073
1781	2.00796	2.00843	2.00843
1782	2.00909	2.00955	2.00955
1783	2.01021	2.01068	2.01068
1784	2.01134	2.01181	2.01181
1785	2.01247	2.01293	2.01293
1786	2.0136	2.01406	2.01406
1787	2.01472	2.01519	2.01519
1788	2.01585	2.01632	2.01632
1789	2.01698	2.01744	2.01744
1790	2.01811	2.01857	2.01857
1791	2.01923	2.0197	2.0197
1792	2.02036	2.02082	2.02082
1793	2.02149	2.02195	2.02195
1794	2.02262	2.02308	2.02308
1795	2.02374	2.02421	2.02421
1796	2.02487	2.02533	2.02533
1797	2.026	2.02646	2.02646
1798	2.02712	2.02759	2.02759
1799	2.02825	2.02871	2.02871
1800	2.02938	2.02984	2.02984
1801	2.03051	2.03097	2.03097
1802	2.03163	2.0321	2.0321
1803	2.03276	2.03322	2.03322
1804	2.03389	2.03435	2.03435
1805	2.03502	2.03548	2.03548
1806	2.03614	2.0366	2.0366
1807	2.03727	2.03773	2.03773
1808	2.0384	2.03886	2.03886
1809	2.03953	2.03999	2.03999
1810	2.04065	2.04111	2.04111
1811	2.04178	2.04224	2.04224
1812	2.04291	2.04337	2.04337
1813	2.04404	2.0445	2.0445
1814	2.04516	2.04562	2.04562
1815	2.04629	2.04675	2.04675
1816	2.04742	2.04788	2.04788
1817	2.04855	2.049	2.049
1818	2.04967	2.05013	2.05013
1819	2.0508	2.05126	2.05126
1820	2.05193	2.05239	2.05239
1821	2.05306	2.05351	2.05351
1822	2.05418	2.05464	2.05464
1823	2.05531	2.05577	2.05577
1824	2.05644	2.05689	2.05689
1825	2.05757	2.05802	2.05802
1826	2.05869	2.05915	2.05915
1827	2.05982	2.06028	2.06028
1828	2.06095	2.0614	2.0614
1829	2.06208	2.06253	2.06253
1830	2.0632	2.06366	2.06366
1831	2.06433	2.06478	2.06478
1832	2.06546	2.06591	2.06591
1833	2.06659	2.06704	2.06704
1834	2.06771	2.06817	2.06817
1835	2.06884	2.06929	2.06929
1836	2.06997	2.07042	2.07042
1837	2.07109	2.07155	2.07155
1838	2.07222	2.07267	2.07267
1839	2.07335	2.0738	2.0738
1840	2.07448	2.07493	2.07493
1841	2.0756	2.07606	2.07606
1842	2.07673	2.07718	2.07718
1843	2.07786	2.07831	2.07831
1844	2.07899	2.07944	2.07944
1845	2.08011	2.08056	2.08056
1846	2.08124	2.08169	2.08169
1847	2.08237	2.08282	2.08282
1848	2.0835	2.08395	2.08395
1849	2.08462	2.08507	2.08507
1850	2.08575	2.0862	2.0862
1851	2.08688	2.08733	2.08733
1852	2.08801	2.08845	2.08845
1853	2.08913	2.08958	2.08958
1854	2.09026	2.09071	2.09071
1855	2.09139	2.09184	2.09184
1856	2.09252	2.09296	2.09296
1857	2.09364	2.09409	2.09409
1858	2.09477	2.09522	2.09522
1859	2.0959	2.09634	2.09634
1860	2.09703	2.09747	2.09747
1861	2.09815	2.0986	2.0986
1862	2.09928	2.09973	2.09973
1863	2.10041	2.10085	2.10085
1864	2.10154	2.10198	2.10198
1865	2.10266	2.10311	2.10311
1866	2.10379	2.10423	2.10423
1867	2.10492	2.10536	2.10536
1868	2.10605	2.10649	2.10649
1869	2.10717	2.10762	2.10762
1870	2.1083	2.10874	2.10874
1871	2.10943	2.10987	2.10987
1872	2.11055	2.111	2.111
1873	2.11168	2.11212	2.11212
1874	2.11281	2.11325	2.11325
1875	2.11394	2.11438	2.11438
1876	2.11506	2.11551	2.11551
1877	2.11619	2.11663	2.11663
1878	2.11732	2.11776	2.11776
1879	2.11845	2.11889	2.11889
1880	2.11957	2.12001	2.12001
1881	2.1207	2.12114	2.12114
1882	2.12183	2.12227	2.12227
1883	2.12296	2.1234	2.1234
1884	2.12408	2.12452	2.12452
1885	2.12521	2.12565	2.12565
1886	2.12634	2.12678	2.12678
1887	2.12747	2.1279	2.1279
1888	2.12859	2.12903	2.12903
1889	2.12972	2.13016	2.13016
1890	2.13085	2.13129	2.13129
1891	2.13198	2.13241	2.13241
1892	2.1331	2.13354	2.13354
1893	2.13423	2.13467	2.13467
1894	2.13536	2.13579	2.13579
1895	2.13649	2.13692	2.13692
1896	2.13761	2.13805	2.13805
1897	2.13874	2.13918	2.13918
1898	2.13987	2.1403	2.1403
1899	2.141	2.14143	2.14143
1900	2.14212	2.14256	2.14256
1901	2.14325	2.14368	2.14368
1902	2.14438	2.14481	2.14481
1903	2.14551	2.14594	2.14594
1904	2.14663	2.14707	2.14707
1905	2.14776	2.14819	2.14819
1906	2.14889	2.14932	2.14932
1907	2.15002	2.15045	2.15045
1908	2.15114	2.15157	2.15157
1909	2.15227	2.1527	2.1527
1910	2.1534	2.15383	2.15383
1911	2.15452	2.15495	2.15495
1912	2.15565	2.15608	2.15608
1913	2.15678	2.15721	2.15721
1914	2.15791	2.15834	2.15834
1915	2.15903	2.15946	2.15946
1916	2.16016	2.16059	2.16059
1917	2.16129	2.16172	2.16172
1918	2.16242	2.16284	2.16284
1919	2.16354	2.16397	2.16397
1920	2.16467	2.1651	2.1651
1921	2.1658	2.16623	2.16623
1922	2.16693	2.16735	2.16735
1923	2.16805	2.16848	2.16848
1924	2.16918	2.16961	2.16961
1925	2.17031	2.17073	2.17073
1926	2.17144	2.17186	2.17186
1927	2.17256	2.17299	2.17299
1928	2.17369	2.17412	2.17412
1929	2.17482	2.17524	2.17524
1930	2.17595	2.17637	2.17637
1931	2.17707	2.1775	2.1775
1932	2.1782	2.17862	2.17862
1933	2.17933	2.17975	2.17975
1934	2.18046	2.18088	2.18088
1935	2.18158	2.18201	2.18201
1936	2.18271	2.18313	2.18313
1937	2.18384	2.18426	2.18426
1938	2.18497	2.18539	2.18539
1939	2.18609	2.18651	2.18651
1940	2.18722	2.18764	2.18764
1941	2.18835	2.18877	2.18877
1942	2.18948	2.1899	2.1899
1943	2.1906	2.19102	2.19102
1944	2.19173	2.19215	2.19215
1945	2.19286	2.19328	2.19328
1946	2.19399	2.1944	2.1944
1947	2.19511	2.19553	2.19553
1948	2.19624	2.19666	2.19666
1949	2.19737	2.19778	2.19778
1950	2.19849	2.19891	2.19891
1951	2.19962	2.20004	2.20004
1952	2.20075	2.20117	2.20117
1953	2.20188	2.20229	2.20229
1954	2.203	2.20342	2.20342
1955	2.20413	2.20455	2.20455
1956	2.20526	2.20567	2.20567
1957	2.20639	2.2068	2.2068
1958	2.20751	2.20793	2.20793
1959	2.20864	2.20906	2.20906
1960	2.20977	2.21018	2.21018
1961	2.2109	2.21131	2.21131
1962	2.21202	2.21244	2.21244
1963	2.21315	2.21356	2.21356
1964	2.21428	2.21469	2.21469
1965	2.21541	2.21582	2.21582
1966	2.21653	2.21695	2.21695
1967	2.21766	2.21807	2.21807
1968	2.21879	2.2192	2.2192
1969	2.21992	2.22033	2.22033
1970	2.22104	2.22145	2.22145
1971	2.22217	2.22258	2.22258
1972	2.2233	2.22371	2.22371
1973	2.22443	2.22483	2.22483
1974	2.22555	2.22596	2.22596
1975	2.22668	2.22709	2.22709
1976	2.22781	2.22822	2.22822
1977	2.22894	2.22934	2.22934
1978	2.23006	2.23047	2.23047
1979	2.23119	2.2316	2.2316
1980	2.23232	2.23272	2.23272
1981	2.23345	2.23385	2.23385
1982	2.23457	2.23498	2.23498
1983	2.2357	2.23611	2.23611
1984	2.23683	2.23723	2.23723
1985	2.23795	2.23836	2.23836
1986	2.23908	2.23949	2.23949
1987	2.24021	2.24061	2.24061
1988	2.24134	2.24174	2.24174
1989	2.24246	2.24287	2.24287
1990	2.24359	2.244	2.244
1991	2.24472	2.24512	2.24512
1992	2.24585	2.24625	2.24625
1993	2.24697	2.24738	2.24738
1994	2.2481	2.2485	2.2485
1995	2.24923	2.24963	2.24963
1996	2.25036	2.25076	2.25076
1997	2.25148	2.25188	2.25188
1998	2.25261	2.25301	2.25301
1999	2.25374	2.25414	2.25414
2000	2.25487	2.25527	2.25527
2001	2.25599	2.25639	2.25639
2002	2.25712	2.25752	2.25752
2003	2.25825	2.25865	2.25865
2004	2.25938	2.25977	2.25977
2005	2.2605	2.2609	2.2609
2006	2.26163	2.26203	2.26203
2007	2.26276	2.26316	2.26316
2008	2.26389	2.26428	2.26428
2009	2.26501	2.26541	2.26541
2010	2.26614	2.26654	2.26654
2011	2.26727	2.26766	2.26766
2012	2.2684	2.26879	2.26879
2013	2.26952	2.26992	2.26992
2014	2.27065	2.27104	2.27104
2015	2.27178	2.27217	2.27217
2016	2.27291	2.2733	2.2733
2017	2.27403	2.27443	2.27443
2018	2.27516	2.27555	2.27555
2019	2.27629	2.27668	2.27668
2020	2.27742	2.27781	2.27781
2021	2.27854	2.27893	2.27893
2022	2.27967	2.28006	2.28006
2023	2.2808	2.28119	2.28119
2024	2.28192	2.28232	2.28232
2025	2.28305	2.28344	2.28344
2026	2.28418	2.28457	2.28457
2027	2.28531	2.2857	2.2857
2028	2.28643	2.28682	2.28682
2029	2.28756	2.28795	2.28795
2030	2.28869	2.28908	2.28908
2031	2.28982	2.2902	2.2902
2032	2.29094	2.29133	2.29133
2033	2.29207	2.29246	2.29246
2034	2.2932	2.29359	2.29359
2035	2.29433	2.29471	2.29471
2036	2.29545	2.29584	2.29584
2037	2.29658	2.29697	2.29697
2038	2.29771	2.29809	2.29809
2039	2.29884	2.29922	2.29922
2040	2.29996	2.30035	2.30035
2041	2.30109	2.30148	2.30148
2042	2.30222	2.3026	2.3026
2043	2.30335	2.30373	2.30373
2044	2.30447	2.30486	2.30486
2045	2.3056	2.30598	2.30598
2046	2.30673	2.30711	2.30711
2047	2.30786	2.30824	2.30824
2048	2.30898	2.30936	2.30936
2049	2.31011	2.31049	2.31049
2050	2.31124	2.31162	2.31162
2051	2.31237	2.31275	2.31275
2052	2.31349	2.31387	2.31387
2053	2.31462	2.315	2.315
2054	2.31575	2.31613	2.31613
2055	2.31688	2.31725	2.31725
2056	2.318	2.31838	2.31838
2057	2.31913	2.31951	2.31951
2058	2.32026	2.32063	2.32063
2059	2.32138	2.32176	2.32176
2060	2.32251	2.32289	2.32289
2061	2.32364	2.32402	2.32402
2062	2.32477	2.32514	2.32514
2063	2.32589	2.32627	2.32627
2064	2.32702	2.3274	2.3274
2065	2.32815	2.32852	2.32852
2066	2.32928	2.32965	2.32965
2067	2.3304	2.33078	2.33078
2068	2.33153	2.33191	2.33191
2069	2.33266	2.33303	2.33303
2070	2.33379	2.33416	2.33416
2071	2.33491	2.33529	2.33529
2072	2.33604	2.33641	2.33641
2073	2.33717	2.33754	2.33754
2074	2.3383	2.33867	2.33867
2075	2.33942	2.33979	2.33979
2076	2.34055	2.34092	2.34092
2077	2.34168	2.34205	2.34205
2078	2.34281	2.34318	2.34318
2079	2.34393	2.3443	2.3443
2080	2.34506	2.34543	2.34543
2081	2.34619	2.34656	2.34656
2082	2.34732	2.34768	2.34768
2083	2.34844	2.34881	2.34881
2084	2.34957	2.34994	2.34994
2085	2.3507	2.35106	2.35106
2086	2.35183	2.35219	2.35219
2087	2.35295	2.35332	2.35332
2088	2.35408	2.35445	2.35445
2089	2.35521	2.35557	2.35557
2090	2.35634	2.3567	2.3567
2091	2.35746	2.35783	2.35783
2092	2.35859	2.35895	2.35895
2093	2.35972	2.36008	2.36008
2094	2.36085	2.36121	2.36121
2095	2.36197	2.36233	2.36233
2096	2.3631	2.36346	2.36346
2097	2.36423	2.36459	2.36459
2098	2.36535	2.36572	2.36572
2099	2.36648	2.36684	2.36684
2100	2.36761	2.36797	2.36797
2101	2.36874	2.3691	2.3691
2102	2.36986	2.37022	2.37022
2103	2.37099	2.37135	2.37135
2104	2.37212	2.37248	2.37248
2105	2.37325	2.37361	2.37361
2106	2.37437	2.37473	2.37473
2107	2.3755	2.37586	2.37586
2108	2.37663	2.37699	2.37699
2109	2.37776	2.37811	2.37811
2110	2.37888	2.37924	2.37924
2111	2.38001	2.38037	2.38037
2112	2.38114	2.38149	2.38149
2113	2.38227	2.38262	2.38262
2114	2.38339	2.38375	2.38375
2115	2.38452	2.38488	2.38488
2116	2.38565	2.386	2.386
2117	2.38678	2.38713	2.38713
2118	2.3879	2.38826	2.38826
2119	2.38903	2.38938	2.38938
2120	2.39016	2.39051	2.39051
2121	2.39129	2.39164	2.39164
2122	2.39241	2.39276	2.39276
2123	2.39354	2.39389	2.39389
2124	2.39467	2.39502	2.39502
2125	2.3958	2.39615	2.39615
2126	2.39692	2.39727	2.39727
2127	2.39805	2.3984	2.3984
2128	2.39918	2.39953	2.39953
2129	2.40031	2.40065	2.40065
2130	2.40143	2.40178	2.40178
2131	2.40256	2.40291	2.40291
2132	2.40369	2.40403	2.40403
2133	2.40482	2.40516	2.40516
2134	2.40594	2.40629	2.40629
2135	2.40707	2.40742	2.40742
2136	2.4082	2.40854	2.40854
2137	2.40932	2.40967	2.40967
2138	2.41045	2.4108	2.4108
2139	2.41158	2.41192	2.41192
2140	2.41271	2.41305	2.41305
2141	2.41383	2.41418	2.41418
2142	2.41496	2.4153	2.4153
2143	2.41609	2.41643	2.41643
2144	2.41722	2.41756	2.41756
2145	2.41834	2.41869	2.41869
2146	2.41947	2.41981	2.41981
2147	2.4206	2.42094	2.42094
2148	2.42173	2.42207	2.42207
2149	2.42285	2.42319	2.42319
2150	2.42398	2.42432	2.42432
2151	2.42511	2.42545	2.42545
2152	2.42624	2.42657	2.42657
2153	2.42736	2.4277	2.4277
2154	2.42849	2.42883	2.42883
2155	2.42962	2.42996	2.42996
2156	2.43075	2.43108	2.43108
2157	2.43187	2.43221	2.43221
2158	2.433	2.43334	2.43334
2159	2.43413	2.43446	2.43446
2160	2.43526	2.43559	2.43559
2161	2.43638	2.43672	2.43672
2162	2.43751	2.43784	2.43784
2163	2.43864	2.43897	2.43897
2164	2.43977	2.4401	2.4401
2165	2.44089	2.44123	2.44123
2166	2.44202	2.44235	2.44235
2167	2.44315	2.44348	2.44348
2168	2.44428	2.44461	2.44461
2169	2.4454	2.44573	2.44573
2170	2.44653	2.44686	2.44686
2171	2.44766	2.44799	2.44799
2172	2.44878	2.44911	2.44911
2173	2.44991	2.45024	2.45024
2174	2.45104	2.45137	2.45137
2175	2.45217	2.4525	2.4525
2176	2.45329	2.45362	2.45362
2177	2.45442	2.45475	2.45475
2178	2.45555	2.45588	2.45588
2179	2.45668	2.457	2.457
2180	2.4578	2.45813	2.45813
2181	2.45893	2.45926	2.45926
2182	2.46006	2.46038	2.46038
2183	2.46119	2.46151	2.46151
2184	2.46231	2.46264	2.46264
2185	2.46344	2.46376	2.46376
2186	2.46457	2.46489	2.46489
2187	2.4657	2.46602	2.46602
2188	2.46682	2.46715	2.46715
2189	2.46795	2.46827	2.46827
2190	2.46908	2.4694	2.4694
2191	2.47021	2.47053	2.47053
2192	2.47133	2.47165	2.47165
2193	2.47246	2.47278	2.47278
2194	2.47359	2.47391	2.47391
2195	2.47472	2.47503	2.47503
2196	2.47584	2.47616	2.47616
2197	2.47697	2.47729	2.47729
2198	2.4781	2.47842	2.47842
2199	2.47923	2.47954	2.47954
2200	2.48035	2.48067	2.48067
2201	2.48148	2.4818	2.4818
2202	2.48261	2.48292	2.48292
2203	2.48374	2.48405	2.48405
2204	2.48486	2.48518	2.48518
2205	2.48599	2.4863	2.4863
2206	2.48712	2.48743	2.48743
2207	2.48825	2.48856	2.48856
2208	2.48937	2.48969	2.48969
2209	2.4905	2.49081	2.49081
2210	2.49163	2.49194	2.49194
2211	2.49275	2.49307	2.49307
2212	2.49388	2.49419	2.49419
2213	2.49501	2.49532	2.49532
2214	2.49614	2.49645	2.49645
2215	2.49726	2.49757	2.49757
2216	2.49839	2.4987	2.4987
2217	2.49952	2.49983	2.49983
2218	2.50065	2.50095	2.50095
2219	2.50177	2.50208	2.50208
2220	2.5029	2.50321	2.50321
2221	2.50403	2.50434	2.50434
2222	2.50516	2.50546	2.50546
2223	2.50628	2.50659	2.50659
2224	2.50741	2.50772	2.50772
2225	2.50854	2.50884	2.50884
2226	2.50967	2.50997	2.50997
2227	2.51079	2.5111	2.5111
2228	2.51192	2.51222	2.51222
2229	2.51305	2.51335	2.51335
2230	2.51418	2.51448	2.51448
2231	2.5153	2.51561	2.51561
2232	2.51643	2.51673	2.51673
2233	2.51756	2.51786	2.51786
2234	2.51869	2.51899	2.51899
2235	2.51981	2.52011	2.52011
2236	2.52094	2.52124	2.52124
2237	2.52207	2.52237	2.52237
2238	2.5232	2.52349	2.52349
2239	2.52432	2.52462	2.52462
2240	2.52545	2.52575	2.52575
2241	2.52658	2.52688	2.52688
2242	2.52771	2.528	2.528
2243	2.52883	2.52913	2.52913
2244	2.52996	2.53026	2.53026
2245	2.53109	2.53138	2.53138
2246	2.53222	2.53251	2.53251
2247	2.53334	2.53364	2.53364
2248	2.53447	2.53476	2.53476
2249	2.5356	2.53589	2.53589
2250	2.53672	2.53702	2.53702
2251	2.53785	2.53814	2.53814
2252	2.53898	2.53927	2.53927
2253	2.54011	2.5404	2.5404
2254	2.54123	2.54153	2.54153
2255	2.54236	2.54265	2.54265
2256	2.54349	2.54378	2.54378
2257	2.54462	2.54491	2.54491
2258	2.54574	2.54603	2.54603
2259	2.54687	2.54716	2.54716
2260	2.548	2.54829	2.54829
2261	2.54913	2.54941	2.54941
2262	2.55025	2.55054	2.55054
2263	2.55138	2.55167	2.55167
2264	2.55251	2.5528	2.5528
2265	2.55364	2.55392	2.55392
2266	2.55476	2.55505	2.55505
2267	2.55589	2.55618	2.55618
2268	2.55702	2.5573	2.5573
2269	2.55815	2.55843	2.55843
2270	2.55927	2.55956	2.55956
2271	2.5604	2.56068	2.56068
2272	2.56153	2.56181	2.56181
2273	2.56266	2.56294	2.56294
2274	2.56378	2.56406	2.56406
2275	2.56491	2.56519	2.56519
2276	2.56604	2.56632	2.56632
2277	2.56717	2.56745	2.56745
2278	2.56829	2.56857	2.56857
2279	2.56942	2.5697	2.5697
2280	2.57055	2.57083	2.57083
2281	2.57168	2.57195	2.57195
2282	2.5728	2.57308	2.57308
2283	2.57393	2.57421	2.57421
2284	2.57506	2.57533	2.57533
2285	2.57618	2.57646	2.57646
2286	2.57731	2.57759	2.57759
2287	2.57844	2.57871	2.57871
2288	2.57957	2.57984	2.57984
2289	2.58069	2.58097	2.58097
2290	2.58182	2.5821	2.5821
2291	2.58295	2.58322	2.58322
2292	2.58408	2.58435	2.58435
2293	2.5852	2.58548	2.58548
2294	2.58633	2.5866	2.5866
2295	2.58746	2.58773	2.58773
2296	2.58859	2.58886	2.58886
2297	2.58971	2.58998	2.58998
2298	2.59084	2.59111	2.59111
2299	2.59197	2.59224	2.59224
2300	2.5931	2.59337	2.59337
2301	2.59422	2.59449	2.59449
2302	2.59535	2.59562	2.59562
2303	2.59648	2.59675	2.59675
2304	2.59761	2.59787	2.59787
2305	2.59873	2.599	2.599
2306	2.59986	2.60013	2.60013
2307	2.60099	2.60125	2.60125
2308	2.60212	2.60238	2.60238
2309	2.60324	2.60351	2.60351
2310	2.60437	2.60463	2.60463
2311	2.6055	2.60576	2.60576
2312	2.60663	2.60689	2.60689
2313	2.60775	2.60802	2.60802
2314	2.60888	2.60914	2.60914
2315	2.61001	2.61027	2.61027
2316	2.61114	2.6114	2.6114
2317	2.61226	2.61252	2.61252
2318	2.61339	2.61365	2.61365
2319	2.61452	2.61478	2.61478
2320	2.61565	2.6159	2.6159
2321	2.61677	2.61703	2.61703
2322	2.6179	2.61816	2.61816
2323	2.61903	2.61928	2.61928
2324	2.62015	2.62041	2.62041
2325	2.62128	2.62154	2.62154
2326	2.62241	2.62267	2.62267
2327	2.62354	2.62379	2.62379
2328	2.62466	2.62492	2.62492
2329	2.62579	2.62605	2.62605
2330	2.62692	2.62717	2.62717
2331	2.62805	2.6283	2.6283
2332	2.62917	2.62943	2.62943
2333	2.6303	2.63055	2.63055
2334	2.63143	2.63168	2.63168
2335	2.63256	2.63281	2.63281
2336	2.63368	2.63393	2.63393
2337	2.63481	2.63506	2.63506
2338	2.63594	2.63619	2.63619
2339	2.63707	2.63732	2.63732
2340	2.63819	2.63844	2.63844
2341	2.63932	2.63957	2.63957
2342	2.64045	2.6407	2.6407
2343	2.64158	2.64182	2.64182
2344	2.6427	2.64295	2.64295
2345	2.64383	2.64408	2.64408
2346	2.64496	2.6452	2.6452
2347	2.64609	2.64633	2.64633
2348	2.64721	2.64746	2.64746
2349	2.64834	2.64858	2.64858
2350	2.64947	2.64971	2.64971
2351	2.6506	2.65084	2.65084
2352	2.65172	2.65197	2.65197
2353	2.65285	2.65309	2.65309
2354	2.65398	2.65422	2.65422
2355	2.65511	2.65535	2.65535
2356	2.65623	2.65647	2.65647
2357	2.65736	2.6576	2.6576
2358	2.65849	2.65873	2.65873
2359	2.65961	2.65985	2.65985
